Fold,Accuracy,Precision,Recall,F1-Score
1,0.8444444444444444,0.8187145409682633,0.8200573813249872,0.8165128205128205
2,0.8805970149253731,0.8913985413985414,0.7609546165884195,0.7916874895885391
3,0.8507462686567164,0.8205797101449276,0.7288384151060208,0.7326984126984127
4,0.8955223880597015,0.8717836257309942,0.8472771672771673,0.8553793840474109
5,0.8805970149253731,0.8380892886889889,0.8037829803047194,0.8154275946831469
