Fold,Accuracy,Precision,Recall,F1-Score
1,0.8592592592592593,0.8490271493212671,0.8382448537378113,0.8328808446455506
2,0.8507462686567164,0.8183766233766235,0.776656314699793,0.7945670995670996
3,0.8731343283582089,0.8635031635031634,0.7533862433862434,0.7909297052154195
4,0.8432835820895522,0.8749567099567098,0.7090504175011217,0.7315807629264518
5,0.8805970149253731,0.8858585858585858,0.8292524377031419,0.8384558629776022
